dataset,split_seed,adaptation_seed,budget,available,selected_count,selected_entity_prefix_digest,adaptation_pool_digest,target_final_test_digest,selection_reads_labels
acsincome_region,0,11,100,True,100,1a6a6d5b38d0210471cc7bbf6cd0f14391a7a15e5a5bb865dc5b3640b2fb7d25,be91f1f7e1abbf7ae1a7981cbfa641b51b47ff66a524a30771b7967352b98408,3cd9344070bb0370a0523146751a3ad5b11ba159f3b306d9319c2ada1aef1e7e,False
acsincome_region,0,11,250,True,250,bffdcefa1e017d2760c1997dfb2b1c120e5623121821756339b3dd9491fe2b30,be91f1f7e1abbf7ae1a7981cbfa641b51b47ff66a524a30771b7967352b98408,3cd9344070bb0370a0523146751a3ad5b11ba159f3b306d9319c2ada1aef1e7e,False
acsincome_region,0,11,500,True,500,9819eb143ac3963d15e68614cf0ece80c6a9a3e5be77739d87aab5b12a43ef23,be91f1f7e1abbf7ae1a7981cbfa641b51b47ff66a524a30771b7967352b98408,3cd9344070bb0370a0523146751a3ad5b11ba159f3b306d9319c2ada1aef1e7e,False
acsincome_region,0,12,0,True,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,be91f1f7e1abbf7ae1a7981cbfa641b51b47ff66a524a30771b7967352b98408,3cd9344070bb0370a0523146751a3ad5b11ba159f3b306d9319c2ada1aef1e7e,False
acsincome_region,0,12,25,True,25,ef4cad1c14c0666e0b7084ef7766ddefd1508401c76a0e95ac220048e772bf3a,be91f1f7e1abbf7ae1a7981cbfa641b51b47ff66a524a30771b7967352b98408,3cd9344070bb0370a0523146751a3ad5b11ba159f3b306d9319c2ada1aef1e7e,False
acsincome_region,0,12,50,True,50,9808147d346f24c5d3fff6bc0861f46a11c72d2419766247b03012a8398fe97e,be91f1f7e1abbf7ae1a7981cbfa641b51b47ff66a524a30771b7967352b98408,3cd9344070bb0370a0523146751a3ad5b11ba159f3b306d9319c2ada1aef1e7e,False
acsincome_region,0,12,100,True,100,30e25762fe5467e80d04a856c619b5aee8881ca7ce2af5396b069f17786ce460,be91f1f7e1abbf7ae1a7981cbfa641b51b47ff66a524a30771b7967352b98408,3cd9344070bb0370a0523146751a3ad5b11ba159f3b306d9319c2ada1aef1e7e,False
acsincome_region,0,12,250,True,250,d8aaf8c03c9a496701b24f1e17a700c1cfef3b1a7e4008ac7a55de43ce7287e3,be91f1f7e1abbf7ae1a7981cbfa641b51b47ff66a524a30771b7967352b98408,3cd9344070bb0370a0523146751a3ad5b11ba159f3b306d9319c2ada1aef1e7e,False
acsincome_region,0,12,500,True,500,e32418571819eae09f2530522620bb6b20954883389e947098618c25a1e9cb73,be91f1f7e1abbf7ae1a7981cbfa641b51b47ff66a524a30771b7967352b98408,3cd9344070bb0370a0523146751a3ad5b11ba159f3b306d9319c2ada1aef1e7e,False
acsincome_region,0,13,0,True,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,be91f1f7e1abbf7ae1a7981cbfa641b51b47ff66a524a30771b7967352b98408,3cd9344070bb0370a0523146751a3ad5b11ba159f3b306d9319c2ada1aef1e7e,False
acsincome_region,0,13,25,True,25,c3dfa226094893133917d2b64cadf80a134e960c8e3970bf91e003b28f952144,be91f1f7e1abbf7ae1a7981cbfa641b51b47ff66a524a30771b7967352b98408,3cd9344070bb0370a0523146751a3ad5b11ba159f3b306d9319c2ada1aef1e7e,False
acsincome_region,0,13,50,True,50,2f81be670d09044c0bf517592e22917576b318a10fdb6f41ff0e696e0bc18474,be91f1f7e1abbf7ae1a7981cbfa641b51b47ff66a524a30771b7967352b98408,3cd9344070bb0370a0523146751a3ad5b11ba159f3b306d9319c2ada1aef1e7e,False
acsincome_region,0,13,100,True,100,81a76b531e34db8ce13b23a857713872424b812c00c65076ddac70266434d5f0,be91f1f7e1abbf7ae1a7981cbfa641b51b47ff66a524a30771b7967352b98408,3cd9344070bb0370a0523146751a3ad5b11ba159f3b306d9319c2ada1aef1e7e,False
acsincome_region,0,13,250,True,250,155b0570dddf6274a7c692f9268e59f531bf45d407a1fc90ce1877a31876fc11,be91f1f7e1abbf7ae1a7981cbfa641b51b47ff66a524a30771b7967352b98408,3cd9344070bb0370a0523146751a3ad5b11ba159f3b306d9319c2ada1aef1e7e,False
acsincome_region,0,13,500,True,500,2bddb11035a96e47ac165d8e56e9de83abad51eb8d22aed385904e49b533d5ae,be91f1f7e1abbf7ae1a7981cbfa641b51b47ff66a524a30771b7967352b98408,3cd9344070bb0370a0523146751a3ad5b11ba159f3b306d9319c2ada1aef1e7e,False
acsincome_region,0,14,0,True,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,be91f1f7e1abbf7ae1a7981cbfa641b51b47ff66a524a30771b7967352b98408,3cd9344070bb0370a0523146751a3ad5b11ba159f3b306d9319c2ada1aef1e7e,False
acsincome_region,0,14,25,True,25,ef3f3970b7f950b4fe2f7be4c632933cb68fa3a3c09efa1ca2b1392225e7ae6a,be91f1f7e1abbf7ae1a7981cbfa641b51b47ff66a524a30771b7967352b98408,3cd9344070bb0370a0523146751a3ad5b11ba159f3b306d9319c2ada1aef1e7e,False
acsincome_region,0,14,50,True,50,8fff21590a7fd50aeabce30cc7032561e4067add0631e61d93d2fe488cc41f8d,be91f1f7e1abbf7ae1a7981cbfa641b51b47ff66a524a30771b7967352b98408,3cd9344070bb0370a0523146751a3ad5b11ba159f3b306d9319c2ada1aef1e7e,False
acsincome_region,0,14,100,True,100,7270d1c0e07ceb8a9eee3fa54ac1890271918480e9ceeee8e143cb2d4f0d32a5,be91f1f7e1abbf7ae1a7981cbfa641b51b47ff66a524a30771b7967352b98408,3cd9344070bb0370a0523146751a3ad5b11ba159f3b306d9319c2ada1aef1e7e,False
acsincome_region,0,14,250,True,250,16e0497ad23937e46ceb3a41da2f963d3e8e21fcd1edeffdfa5c2457566abfd6,be91f1f7e1abbf7ae1a7981cbfa641b51b47ff66a524a30771b7967352b98408,3cd9344070bb0370a0523146751a3ad5b11ba159f3b306d9319c2ada1aef1e7e,False
acsincome_region,0,14,500,True,500,648a0edf626ef96b8c6b4d9c6a6014e265c3c4c7de14c8f674737f021e9211f3,be91f1f7e1abbf7ae1a7981cbfa641b51b47ff66a524a30771b7967352b98408,3cd9344070bb0370a0523146751a3ad5b11ba159f3b306d9319c2ada1aef1e7e,False
acsincome_region,0,15,0,True,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,be91f1f7e1abbf7ae1a7981cbfa641b51b47ff66a524a30771b7967352b98408,3cd9344070bb0370a0523146751a3ad5b11ba159f3b306d9319c2ada1aef1e7e,False
acsincome_region,0,15,25,True,25,d9ceef0dd3e3c8a564c2ffa7a283e583a05357061edda750aea0a9bc3b5dd886,be91f1f7e1abbf7ae1a7981cbfa641b51b47ff66a524a30771b7967352b98408,3cd9344070bb0370a0523146751a3ad5b11ba159f3b306d9319c2ada1aef1e7e,False
acsincome_region,0,15,50,True,50,ae49ff608eeb02928928fdff8aef85940cdd355d7012349948260d1950b5a704,be91f1f7e1abbf7ae1a7981cbfa641b51b47ff66a524a30771b7967352b98408,3cd9344070bb0370a0523146751a3ad5b11ba159f3b306d9319c2ada1aef1e7e,False
